title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price
Toyota Rush S Automatic 2013,Toyota,Rush,S,2013,Automatic,4," 130,750,000 "," 127,000,000 "," 128,875,000 "," 229,950,000 "
Honda Brio RS Manual 2022,Honda,Brio,RS,2022,Manual,4," 165,000,000 "," 164,000,000 "," 164,500,000 ",225900000
Honda HR-V Special Edition Automatic 2025,Honda,HR-V,Special Edition,2025,Automatic,4," 353,000,000 "," 349,000,000 "," 351,000,000 ",411900000
Suzuki Ertiga GL Automatic 2018,Suzuki,Ertiga,GL,2018,Automatic,4," 138,500,000 "," 123,000,000 "," 130,750,000 ",215500000
Daihatsu Luxio X Automatic 2017,Daihatsu,Luxio,X,2017,Automatic,4," 156,250,000 "," 151,000,000 "," 153,625,000 ",192550000
Hyundai Palisade XRT Automatic 2024,Hyundai,Palisade,XRT,2024,Automatic,4," 935,000,000 "," 895,000,000 "," 915,000,000 ",
Toyota Alphard HEV (Premium Color) Automatic 2023,Toyota,Alphard,HEV (Premium Color),2023,Automatic,4," 1,420,000,000 "," 1,375,000,000 "," 1,397,500,000 ",1958000000
Honda HR-V Prestige Automatic 2020,Honda,HR-V,Prestige,2020,Automatic,4," 275,750,000 "," 245,000,000 "," 260,375,000 ",418900000
Daihatsu Luxio X Automatic 2024,Daihatsu,Luxio,X,2024,Automatic,4," 213,250,000 "," 210,000,000 "," 211,625,000 ",224750000
Lexus NX 350h F Sport Automatic 2023,Lexus,NX 350h,F Sport,2023,Automatic,4," 1,193,750,000 "," 1,175,000,000 "," 1,184,375,000 ",1222000000
Suzuki Swift GX Manual 2013,Suzuki,Swift,GX,2013,Manual,4," 120,000,000 "," 117,000,000 "," 118,500,000 "," 179,500,000 "
Nissan Navara SL Manual 2018,Nissan,Navara,SL,2018,Manual,4," 281,500,000 "," 274,000,000 "," 277,750,000 ",401500000
Toyota Sienta V Manual 2020,Toyota,Sienta,V,2020,Manual,4," 159,000,000 "," 159,000,000 "," 159,000,000 ",271850000
Daihatsu Sigra X Manual 2017,Daihatsu,Sigra,X,2017,Manual,4," 87,000,000 "," 79,000,000 "," 83,000,000 ",115500000
Toyota Avanza S Manual 2007,Toyota,Avanza,S,2007,Manual,4," 94,250,000 "," 65,000,000 "," 79,625,000 ",137500000
Toyota Hilux V Double Cab 4X4 Automatic 2022,Toyota,Hilux,V Double Cab 4X4,2022,Automatic,4," 434,000,000 "," 421,000,000 "," 427,500,000 ",513600000
Toyota Harrier 240G Automatic 2012,Toyota,Harrier,240G,2012,Automatic,4," 211,250,000 "," 195,000,000 "," 203,125,000 ",
MINI Cooper 3 Door Automatic 2021,MINI,Cooper,3 Door,2021,Automatic,4," 548,000,000 "," 510,000,000 "," 529,000,000 ",755000000
Daihatsu Sigra X Manual 2022,Daihatsu,Sigra,X,2022,Manual,4," 116,500,000 "," 114,000,000 "," 115,250,000 ",129550000
Toyota Raize T G (2 Tone) Automatic 2023,Toyota,Raize,T G (2 Tone),2023,Automatic,4," 198,750,000 "," 185,000,000 "," 191,875,000 ",280800000
Mazda CX-9 GT Automatic 2012,Mazda,CX-9,GT,2012,Automatic,4," 174,225,000 "," 159,900,000 "," 167,062,500 "," 799,900,000 "
Mitsubishi XFORCE Ultimate(White colour) Automatic 2023,Mitsubishi,XFORCE,Ultimate(White colour),2023,Automatic,4," 295,000,000 "," 280,000,000 "," 287,500,000 ",414900000
Audi Q7 TFSI Automatic 2013,Audi,Q7,TFSI,2013,Automatic,4," 269,250,000 "," 249,000,000 "," 259,125,000 "," 1,425,000,000 "
Toyota GranAce Premium Automatic 2023,Toyota,GranAce,Premium,2023,Automatic,4," 1,505,000,000 "," 1,345,000,000 "," 1,425,000,000 ",1450000000
Wuling Almaz Exclusive 5 Seater Automatic 2021,Wuling,Almaz,Exclusive 5 Seater,2021,Automatic,4," 190,000,000 "," 179,000,000 "," 184,500,000 ",325800000
Mercedes-Benz G400 D AMG Line Automatic 2023,Mercedes-Benz,G400,D AMG Line,2023,Automatic,4," 4,204,750,000 "," 3,900,000,000 "," 4,052,375,000 ",
Suzuki Carry Pick Up Flat Deck AC/PS Manual 2021,Suzuki,Carry,Pick Up Flat Deck AC/PS,2021,Manual,4," 106,125,000 "," 96,000,000 "," 101,062,500 ",161100000
Suzuki Ertiga Sport Automatic 2021,Suzuki,Ertiga,Sport,2021,Automatic,4," 224,250,000 "," 195,000,000 "," 209,625,000 ",268150000
Daihatsu Xenia R Deluxe Manual 2019,Daihatsu,Xenia,R Deluxe,2019,Manual,4," 157,000,000 "," 152,000,000 "," 154,500,000 ",198600000
Toyota Yaris Cross S HV (2 Tone) (Premium Colour) Automatic 2023,Toyota,Yaris Cross,S HV (2 Tone) (Premium Colour),2023,Automatic,4," 330,500,000 "," 315,000,000 "," 322,750,000 ",449950000
Daihatsu Xenia X Manual 2016,Daihatsu,Xenia,X,2016,Manual,4," 126,750,000 "," 109,000,000 "," 117,875,000 "," 170,650,000 "
Toyota Camry V Automatic 2023,Toyota,Camry,V,2023,Automatic,4," 523,500,000 "," 449,000,000 "," 486,250,000 ",799300000
Daihatsu Luxio X Automatic 2018,Daihatsu,Luxio,X,2018,Automatic,4," 140,750,000 "," 137,000,000 "," 138,875,000 ",193750000
MG 5 GT Ignite Automatic 2024,MG,5,GT Ignite,2024,Automatic,4," 250,250,000 "," 247,000,000 "," 248,625,000 ",379900000
Toyota Yaris G 7AB Automatic 2021,Toyota,Yaris,G 7AB,2021,Automatic,4," 200,000,000 "," 196,000,000 "," 198,000,000 ",275400000
Toyota Calya E Manual 2017,Toyota,Calya,E,2017,Manual,4," 99,750,000 "," 90,000,000 "," 94,875,000 ",132450000
Toyota Alphard S Automatic 2015,Toyota,Alphard,S,2015,Automatic,4," 437,500,000 "," 425,000,000 "," 431,250,000 ",
Mazda Biante SKYACTIV-G Automatic 2013,Mazda,Biante,SKYACTIV-G,2013,Automatic,4," 160,750,000 "," 125,000,000 "," 142,875,000 "," 398,800,000 "
Toyota Avanza E Automatic 2017,Toyota,Avanza,E,2017,Automatic,4," 130,250,000 "," 125,000,000 "," 127,625,000 ",191100000
Honda Accord VTi-L Automatic 2011,Honda,Accord,VTi-L,2011,Automatic,4," 128,500,000 "," 110,000,000 "," 119,250,000 "," 455,000,000 "
Suzuki Ertiga GL Automatic 2021,Suzuki,Ertiga,GL,2021,Automatic,4," 179,000,000 "," 170,000,000 "," 174,500,000 ",240500000
Daihatsu Sigra M Manual 2019,Daihatsu,Sigra,M,2019,Manual,4," 107,750,000 "," 106,000,000 "," 106,875,000 ",119500000
Mercedes-Benz AMG CLS63 Designo Automatic 2012,Mercedes-Benz,AMG CLS63,Designo,2012,Automatic,4," 882,250,000 "," 830,000,000 "," 856,125,000 ",
Honda Accord VTi-L Automatic 2008,Honda,Accord,VTi-L,2008,Automatic,4," 114,125,000 "," 109,000,000 "," 111,562,500 ",399000000
Land Rover Range Rover Evoque S Automatic 2019,Land Rover,Range Rover Evoque,S,2019,Automatic,4," 805,000,000 "," 640,000,000 "," 722,500,000 ",1700000000
Wuling Cortez CT L Lux+ Automatic 2022,Wuling,Cortez,CT L Lux+,2022,Automatic,4," 175,250,000 "," 165,000,000 "," 170,125,000 ",326650000
Toyota Kijang Innova G Lux Automatic 2020,Toyota,Kijang Innova,G Lux,2020,Automatic,4," 291,500,000 "," 268,000,000 "," 279,750,000 ",368100000
Lexus RX 300 F Sport Automatic 2022,Lexus,RX 300,F Sport,2022,Automatic,4," 924,500,000 "," 880,000,000 "," 902,250,000 ",1503000000
Toyota Kijang Innova G Manual 2006,Toyota,Kijang Innova,G,2006,Manual,4," 127,000,000 "," 98,000,000 "," 112,500,000 ",183100000
Hyundai IONIQ 5 Signature Long Range Automatic 2024,Hyundai,IONIQ 5,Signature Long Range,2024,Automatic,4," 555,250,000 "," 526,000,000 "," 540,625,000 ",799000000
Toyota Raize T G (2 Tone) Automatic 2024,Toyota,Raize,T G (2 Tone),2024,Automatic,4," 206,750,000 "," 199,000,000 "," 202,875,000 ",283400000
Suzuki Ertiga GX Manual 2017,Suzuki,Ertiga,GX,2017,Manual,4," 144,000,000 "," 129,000,000 "," 136,500,000 ",217500000
BMW 320i M Sport Automatic 2022,BMW,320i,M Sport,2022,Automatic,4," 666,175,000 "," 660,000,000 "," 663,087,500 ",976000000
Honda City E Automatic 2016,Honda,City,E,2016,Automatic,4," 172,000,000 "," 150,000,000 "," 161,000,000 "," 312,000,000 "
Mercedes-Benz B200 Progressive Line Automatic 2018,Mercedes-Benz,B200,Progressive Line,2018,Automatic,4," 467,000,000 "," 415,000,000 "," 441,000,000 ",659000000
Mitsubishi Mirage GLX Manual 2017,Mitsubishi,Mirage,GLX,2017,Manual,4," 102,000,000 "," 97,000,000 "," 99,500,000 ",173000000
Mercedes-Benz E300 Elegance Automatic 2010,Mercedes-Benz,E300,Elegance,2010,Automatic,4," 196,750,000 "," 189,000,000 "," 192,875,000 ",1049000000
Suzuki Ertiga Dreza Manual 2016,Suzuki,Ertiga,Dreza,2016,Manual,4," 150,250,000 "," 133,000,000 "," 141,625,000 "," 216,900,000 "
Datsun GO+ T Manual 2018,Datsun,GO+,T,2018,Manual,4," 88,000,000 "," 84,000,000 "," 86,000,000 ",115000000
Suzuki Ignis GX Manual 2017,Suzuki,Ignis,GX,2017,Manual,4," 116,250,000 "," 109,000,000 "," 112,625,000 ",159500000
Toyota Rush GR Sport Manual 2023,Toyota,Rush,GR Sport,2023,Manual,4," 255,500,000 "," 243,000,000 "," 249,250,000 ",282700000
Ford Mustang EcoBoost High Performance Automatic 2021,Ford,Mustang,EcoBoost High Performance,2021,Automatic,4," 1,243,750,000 "," 1,100,000,000 "," 1,171,875,000 ",
Hyundai H-1 XG Next Generation Automatic 2015,Hyundai,H-1,XG Next Generation,2015,Automatic,4," 196,750,000 "," 189,000,000 "," 192,875,000 "," 422,750,000 "
Daihatsu Terios R Automatic 2015,Daihatsu,Terios,R,2015,Automatic,4," 138,000,000 "," 132,000,000 "," 135,000,000 "," 229,000,000 "
Daihatsu Luxio X Manual 2022,Daihatsu,Luxio,X,2022,Manual,4," 192,000,000 "," 175,000,000 "," 183,500,000 ",216850000
Mercedes-Benz E300 Elegance Automatic 2011,Mercedes-Benz,E300,Elegance,2011,Automatic,4," 199,500,000 "," 165,000,000 "," 182,250,000 "," 1,099,000,000 "
MINI Cooper S Red Hot Package Automatic 2008,MINI,Cooper,S Red Hot Package,2008,Automatic,4," 325,000,000 "," 325,000,000 "," 325,000,000 ",
Honda Mobilio RS Automatic 2019,Honda,Mobilio,RS,2019,Automatic,4," 186,250,000 "," 169,000,000 "," 177,625,000 ",248000000
Lexus RX 200t Luxury Automatic 2015,Lexus,RX 200t,Luxury,2015,Automatic,4," 581,250,000 "," 450,000,000 "," 515,625,000 "," 1,250,000,000 "
Mercedes-Benz GL400 Exclusive Automatic 2016,Mercedes-Benz,GL400,Exclusive,2016,Automatic,4," 653,250,000 "," 488,000,000 "," 570,625,000 "," 1,699,000,000 "
Mercedes-Benz E250 CGI Automatic 2011,Mercedes-Benz,E250,CGI,2011,Automatic,4," 482,500,000 "," 190,000,000 "," 336,250,000 "," 819,000,000 "
Wuling Air EV Long Range + Charging Pile Automatic 2022,Wuling,Air EV,Long Range + Charging Pile,2022,Automatic,4," 156,500,000 "," 145,000,000 "," 150,750,000 ",311000000
Mercedes-Benz V250 Avantgarde Automatic 2021,Mercedes-Benz,V250,Avantgarde,2021,Automatic,4," 1,371,250,000 "," 1,200,000,000 "," 1,285,625,000 ",1665000000
Mercedes-Benz GLA200 Progressive Line Automatic 2020,Mercedes-Benz,GLA200,Progressive Line,2020,Automatic,4," 557,500,000 "," 465,000,000 "," 511,250,000 ",795000000
Tesla Model X 75D Automatic 2020,Tesla,Model X,75D,2020,Automatic,4," 1,518,750,000 "," 1,075,000,000 "," 1,296,875,000 ",
Suzuki Ignis GL Automatic 2018,Suzuki,Ignis,GL,2018,Automatic,4," 112,250,000 "," 105,000,000 "," 108,625,000 ",149500000
KIA Rio Sunroof Automatic 2017,KIA,Rio,Sunroof,2017,Automatic,4," 186,750,000 "," 169,000,000 "," 177,875,000 ",296500000
Volkswagen Caravelle LWB Automatic 2014,Volkswagen,Caravelle,LWB,2014,Automatic,4," 350,000,000 "," 312,000,000 "," 331,000,000 "," 1,050,000,000 "
Mercedes-Benz ML250 CDI Automatic 2015,Mercedes-Benz,ML250,CDI,2015,Automatic,4," 416,250,000 "," 350,000,000 "," 383,125,000 "," 1,089,000,000 "
Mercedes-Benz CLA200 Urban Automatic 2015,Mercedes-Benz,CLA200,Urban,2015,Automatic,4," 277,500,000 "," 275,000,000 "," 276,250,000 "," 649,000,000 "
Toyota Land Cruiser VX Limited Automatic 2002,Toyota,Land Cruiser,VX Limited,2002,Automatic,4," 547,500,000 "," 525,000,000 "," 536,250,000 ",
MINI Countryman John Cooper Works Automatic 2019,MINI,Countryman,John Cooper Works,2019,Automatic,4," 571,250,000 "," 525,000,000 "," 548,125,000 ",1090000000
Land Rover Range Rover Vogue Automatic 2008,Land Rover,Range Rover,Vogue,2008,Automatic,4," 375,000,000 "," 345,000,000 "," 360,000,000 ",
Toyota Land Cruiser 200 Full spec Automatic 2013,Toyota,Land Cruiser,200 Full spec,2013,Automatic,4," 1,343,750,000 "," 1,250,000,000 "," 1,296,875,000 "," 1,571,900,000 "
Ford Mustang EcoBoost Automatic 2021,Ford,Mustang,EcoBoost,2021,Automatic,4," 1,293,750,000 "," 1,200,000,000 "," 1,246,875,000 ",
Mercedes-Benz GLC250 Edition 45 4MATIC Automatic 2015,Mercedes-Benz,GLC250,Edition 45 4MATIC,2015,Automatic,4," 462,500,000 "," 425,000,000 "," 443,750,000 ",
Daihatsu Xenia Xi Deluxe+ Manual 2011,Daihatsu,Xenia,Xi Deluxe+,2011,Manual,4," 91,750,000 "," 91,000,000 "," 91,375,000 "," 139,700,000 "
Volvo XC40 Recharge PHEV Automatic 2022,Volvo,XC40,Recharge PHEV,2022,Automatic,4," 593,250,000 "," 535,000,000 "," 564,125,000 ",1120000000
Honda BR-V E Manual 2017,Honda,BR-V,E,2017,Manual,4," 159,000,000 "," 148,000,000 "," 153,500,000 ",246500000
Suzuki XL7 Zeta Manual 2024,Suzuki,XL7,Zeta,2024,Manual,4," 192,250,000 "," 188,500,000 "," 190,375,000 ",256100000
Suzuki Ertiga GL Manual 2019,Suzuki,Ertiga,GL,2019,Manual,4," 149,000,000 "," 149,000,000 "," 149,000,000 ",211500000
Mercedes-Benz E200 CGI Automatic 2014,Mercedes-Benz,E200,CGI,2014,Automatic,4," 520,000,001 "," 520,000,000 "," 520,000,000 "," 799,000,000 "
Toyota Veloz Q TSS Automatic 2024,Toyota,Veloz,Q TSS,2024,Automatic,4," 235,750,000 "," 232,000,000 "," 233,875,000 ",338800000
Toyota Vellfire V Automatic 2010,Toyota,Vellfire,V,2010,Automatic,4," 219,250,000 "," 188,000,000 "," 203,625,000 ",
Suzuki Carry Pick Up Flat Deck Manual 2019,Suzuki,Carry,Pick Up Flat Deck,2019,Manual,4," 104,750,000 "," 85,000,000 "," 94,875,000 ",135600000
Suzuki XL7 Beta Hybrid Automatic 2024,Suzuki,XL7,Beta Hybrid,2024,Automatic,4," 230,587,500 "," 212,500,000 "," 221,543,750 ",294900000
BMW X6 xDrive40i M Sport Automatic 2022,BMW,X6,xDrive40i M Sport,2022,Automatic,4," 1,567,500,000 "," 1,500,000,000 "," 1,533,750,000 ",
BMW X1 sDrive18i Dynamic Automatic 2019,BMW,X1,sDrive18i Dynamic,2019,Automatic,4," 335,750,000 "," 268,000,000 "," 301,875,000 ",679000000
KIA Sportage LX Automatic 2013,KIA,Sportage,LX,2013,Automatic,4," 123,625,000 "," 109,000,000 "," 116,312,500 "," 310,000,000 "
Mercedes-Benz E200 Classic Automatic 2014,Mercedes-Benz,E200,Classic,2014,Automatic,4," 295,000,000 "," 285,000,000 "," 290,000,000 ",
Honda HR-V S Automatic 2016,Honda,HR-V,S,2016,Automatic,4," 166,000,000 "," 134,000,000 "," 150,000,000 "," 291,500,000 "
Toyota Agya G Manual 2014,Toyota,Agya,G,2014,Manual,4," 90,000,000 "," 87,000,000 "," 88,500,000 "," 107,650,000 "
Daihatsu Sirion D Manual 2017,Daihatsu,Sirion,D,2017,Manual,4," 118,750,000 "," 107,000,000 "," 112,875,000 ",159000000
Toyota Rush G Automatic 2013,Toyota,Rush,G,2013,Automatic,4," 135,375,000 "," 120,000,000 "," 127,687,500 "," 221,950,000 "
Toyota Rush TRD Sportivo Manual 2019,Toyota,Rush,TRD Sportivo,2019,Manual,4," 212,752,250 "," 181,000,000 "," 196,876,125 ",256600000
Land Rover Defender 90 P300 Explorer Package Automatic 2023,Land Rover,Defender,90 P300 Explorer Package,2023,Automatic,4," 2,206,750,000 "," 2,187,000,000 "," 2,196,875,000 ",
KIA Sonet Smart Automatic 2021,KIA,Sonet,Smart,2021,Automatic,4," 190,750,000 "," 190,000,000 "," 190,375,000 ",272000000
Lexus LM 350 7 Seater Automatic 2020,Lexus,LM 350,7 Seater,2020,Automatic,4," 1,241,250,139 "," 1,095,000,000 "," 1,168,125,069 ",2390000000
Toyota Camry Hybrid Automatic 2014,Toyota,Camry,Hybrid,2014,Automatic,4," 215,000,000 "," 200,000,000 "," 207,500,000 "," 679,500,000 "
Tata Super Ace HT DLS Manual 2019,Tata,Super Ace,HT DLS,2019,Manual,4," 72,500,000 "," 65,000,000 "," 68,750,000 ",133000000
Suzuki Ertiga Diesel Hybrid Manual 2017,Suzuki,Ertiga,Diesel Hybrid,2017,Manual,4," 130,750,000 "," 128,000,000 "," 129,375,000 ",219500000
Suzuki Karimun Wagon R GS Manual 2014,Suzuki,Karimun Wagon R,GS,2014,Manual,4," 83,250,000 "," 82,000,000 "," 82,625,000 "," 105,000,000 "
Toyota Veloz (Non Premium Color) Automatic 2023,Toyota,Veloz,(Non Premium Color),2023,Automatic,4," 232,250,000 "," 215,000,000 "," 223,625,000 ",288700000
Datsun GO+ T Manual 2017,Datsun,GO+,T,2017,Manual,4," 82,750,000 "," 78,000,000 "," 80,375,000 ",113650000
Honda Brio RS Special Edition Automatic 2016,Honda,Brio,RS Special Edition,2016,Automatic,4," 135,750,000 "," 130,000,000 "," 132,875,000 "," 177,000,000 "
Daihatsu Xenia R ADS Automatic 2023,Daihatsu,Xenia,R ADS,2023,Automatic,4," 219,250,000 "," 218,000,000 "," 218,625,000 ",265850000
Volkswagen Polo Highline TSI Automatic 2018,Volkswagen,Polo,Highline TSI,2018,Automatic,4," 163,250,000 "," 148,000,000 "," 155,625,000 ",278000000
Suzuki Swift GT2 Automatic 2008,Suzuki,Swift,GT2,2008,Automatic,4," 116,000,000 "," 105,000,000 "," 110,500,000 ",168500000
MG ZS Ignite Automatic 2021,MG,ZS,Ignite,2021,Automatic,4," 174,000,000 "," 169,000,000 "," 171,500,000 ",304800000
Mitsubishi Mirage GLS Automatic 2016,Mitsubishi,Mirage,GLS,2016,Automatic,4," 109,750,000 "," 106,000,000 "," 107,875,000 "," 184,000,000 "
Daihatsu Terios X Manual 2017,Daihatsu,Terios,X,2017,Manual,4," 151,750,000 "," 147,000,000 "," 149,375,000 ",212800000
Volkswagen Tiguan TSI Automatic 2017,Volkswagen,Tiguan,TSI,2017,Automatic,4," 233,250,000 "," 218,000,000 "," 225,625,000 ",590000000
Daihatsu Terios R Deluxe Automatic 2022,Daihatsu,Terios,R Deluxe,2022,Automatic,4," 219,000,000 "," 219,000,000 "," 219,000,000 ",287400000
Daihatsu Xenia M Manual 2022,Daihatsu,Xenia,M,2022,Manual,4," 161,750,000 "," 141,000,000 "," 151,375,000 ",216900000
Daihatsu Gran Max Mini Bus D Manual 2023,Daihatsu,Gran Max,Mini Bus D,2023,Manual,4," 151,500,000 "," 150,000,000 "," 150,750,000 ",198750000
Toyota Vios G Manual 2014,Toyota,Vios,G,2014,Manual,4," 112,750,000 "," 111,000,000 "," 111,875,000 "," 262,200,000 "
Toyota Kijang Innova Q Automatic 2020,Toyota,Kijang Innova,Q,2020,Automatic,4," 309,000,000 "," 258,000,000 "," 283,500,000 ",454900000
Mitsubishi Xpander Black Edition Automatic 2021,Mitsubishi,Xpander,Black Edition,2021,Automatic,4," 229,750,000 "," 202,000,000 "," 215,875,000 ",280300000
Mitsubishi Colt Diesel FE71 PS Manual 2020,Mitsubishi,Colt Diesel,FE71 PS,2020,Manual,4," 374,750,000 "," 365,000,000 "," 369,875,000 ",
MINI Cooper John Cooper Works 3 Door Automatic 2023,MINI,Cooper,John Cooper Works 3 Door,2023,Automatic,4," 922,500,000 "," 797,000,000 "," 859,750,000 ",1058000000
Toyota Vellfire ZG Automatic 2017,Toyota,Vellfire,ZG,2017,Automatic,4," 578,750,000 "," 570,000,000 "," 574,375,000 ",1077200000
DFSK Glory 580 Comfort Version Automatic 2024,DFSK,Glory 580,Comfort Version,2024,Automatic,4," 179,500,000 "," 178,000,000 "," 178,750,000 ",202500000
Lexus UX 250h Luxury Automatic 2019,Lexus,UX 250h,Luxury,2019,Automatic,4," 529,750,000 "," 526,000,000 "," 527,875,000 ",915000000
Toyota Yaris TRD Sportivo Automatic 2013,Toyota,Yaris,TRD Sportivo,2013,Automatic,4," 142,750,000 "," 134,000,000 "," 138,375,000 "," 247,950,000 "
Nissan Grand Livina XV Manual 2014,Nissan,Grand Livina,XV,2014,Manual,4," 105,500,000 "," 95,000,000 "," 100,250,000 "," 202,400,000 "
BMW 328i Sport Automatic 2015,BMW,328i,Sport,2015,Automatic,4," 288,500,000 "," 285,000,000 "," 286,750,000 "," 828,000,000 "
Hyundai H-1 Royale Automatic 2014,Hyundai,H-1,Royale,2014,Automatic,4," 219,250,000 "," 203,000,000 "," 211,125,000 "," 531,750,000 "
Toyota Fortuner VRZ 4X4 Automatic 2022,Toyota,Fortuner,VRZ 4X4,2022,Automatic,4," 474,250,000 "," 429,000,000 "," 451,625,000 ",697700000
Isuzu Panther LS Manual 2017,Isuzu,Panther,LS,2017,Manual,4," 221,000,000 "," 210,000,000 "," 215,500,000 ",303400000
Toyota Kijang Innova V Automatic 2005,Toyota,Kijang Innova,V,2005,Automatic,4," 111,250,000 "," 104,000,000 "," 107,625,000 ",217200000
Honda Jazz RS Manual 2010,Honda,Jazz,RS,2010,Manual,4," 133,000,000 "," 133,000,000 "," 133,000,000 ",220000000
Toyota Fortuner G 4X2 Manual 2008,Toyota,Fortuner,G 4X2,2008,Manual,4," 201,000,000 "," 155,000,000 "," 178,000,000 ",382450000
BMW M4 CSL Edition Automatic 2023,BMW,M4,CSL Edition,2023,Automatic,4," 3,537,500,012 "," 3,500,000,000 "," 3,518,750,006 ",
Nissan Grand Livina Highway Star Automatic 2017,Nissan,Grand Livina,Highway Star,2017,Automatic,4," 133,000,000 "," 132,000,000 "," 132,500,000 ",260000000
Chery Omoda 5 Z Automatic 2023,Chery,Omoda 5,Z,2023,Automatic,4," 245,250,000 "," 225,000,000 "," 235,125,000 ",334800000
Nissan Juke Red Interior Automatic 2017,Nissan,Juke,Red Interior,2017,Automatic,4," 185,000,000 "," 185,000,000 "," 185,000,000 ",311300000
Toyota Calya E Manual 2016,Toyota,Calya,E,2016,Manual,4," 96,875,000 "," 95,000,000 "," 95,937,500 "," 132,450,000 "
Toyota Yaris GR Sport 7 AB (1 Tone) Automatic 2024,Toyota,Yaris,GR Sport 7 AB (1 Tone),2024,Automatic,4," 265,000,000 "," 265,000,000 "," 265,000,000 ",349500000
BMW 320d Sport Automatic 2017,BMW,320d,Sport,2017,Automatic,3," 310,000,000 "," 310,000,000 "," 310,000,000 ",759000000
BMW X4 xDrive28i M Sport Automatic 2016,BMW,X4,xDrive28i M Sport,2016,Automatic,3," 397,666,667 "," 379,000,000 "," 388,333,333 "," 1,159,000,000 "
BMW 328i Luxury Automatic 2015,BMW,328i,Luxury,2015,Automatic,3," 255,000,000 "," 255,000,000 "," 255,000,000 "," 848,000,000 "
Land Rover Range Rover Vogue LWB Supercharged Automatic 2018,Land Rover,Range Rover,Vogue LWB Supercharged,2018,Automatic,3," 2,165,666,667 "," 1,699,000,000 "," 1,932,333,333 ",
Honda HR-V E Mugen Automatic 2017,Honda,HR-V,E Mugen,2017,Automatic,3," 204,833,333 "," 175,000,000 "," 189,916,667 ",332000000
Honda Brio RS Manual 2023,Honda,Brio,RS,2023,Manual,3," 177,333,333 "," 174,000,000 "," 175,666,667 ",233900000
Toyota Alphard G Automatic 2004,Toyota,Alphard,G,2004,Automatic,3," 126,333,333 "," 120,000,000 "," 123,166,667 ",
Nissan Serena Highway Star e-Power Automatic 2024,Nissan,Serena,Highway Star e-Power,2024,Automatic,3," 559,666,667 "," 540,000,000 "," 549,833,333 ",630000000
Toyota Yaris TRD Sportivo Manual 2012,Toyota,Yaris,TRD Sportivo,2012,Manual,3," 120,000,000 "," 120,000,000 "," 120,000,000 "," 226,650,000 "
